6.535257399082183838e-02,1.206484884023666382e-01
2.412524938583374023e+00,5.188997268676757812e+00
3.753833532333374023e+00,4.179186820983886719e+00
5.618146896362304688e+00,2.195571899414062500e+00
3.995229303836822510e-02,5.816628932952880859e+00
-2.446422874927520752e-01,2.187685251235961914e+00
1.406437158584594727e+00,3.138062477111816406e+00
2.652687549591064453e+00,6.098824739456176758e-01
5.842025279998779297e+00,5.546171188354492188e+00
5.737597942352294922e-01,2.276822566986083984e+00
8.433923721313476562e-01,4.707373142242431641e+00
4.161779403686523438e+00,5.846056938171386719e+00
9.140079468488693237e-02,1.429352998733520508e+00
1.264321327209472656e+00,2.614457607269287109e+00
1.187535285949707031e+00,2.904529571533203125e+00
5.818356513977050781e+00,5.429459095001220703e+00
8.517768383026123047e-01,4.907793998718261719e+00
4.367984294891357422e+00,6.121721267700195312e-01
4.999587059020996094e+00,1.659434795379638672e+00
4.988721370697021484e+00,4.596912384033203125e+00
5.835541725158691406e+00,3.807754516601562500e+00
4.582699775695800781e+00,3.751922607421875000e+00
9.700389504432678223e-01,3.886301755905151367e+00
4.561661243438720703e+00,3.323593616485595703e+00
3.305658578872680664e+00,5.860640048980712891e+00
3.341326713562011719e+00,1.674068331718444824e+00
4.174942374229431152e-01,3.208892107009887695e+00
8.205057680606842041e-02,5.604583263397216797e+00
2.916038274765014648e+00,1.466010332107543945e+00
3.328130483627319336e+00,5.220682621002197266e+00
1.624655365943908691e+00,4.363914966583251953e+00
1.203307032585144043e+00,5.614197850227355957e-01
8.194689154624938965e-01,3.765498638153076172e+00
3.556070804595947266e+00,3.145989656448364258e+00
1.396671414375305176e+00,1.168930530548095703e+00
4.231695830821990967e-01,4.517808437347412109e+00
5.523462772369384766e+00,5.333951950073242188e+00
4.786855697631835938e+00,2.498461246490478516e+00
3.041411638259887695e+00,2.297658920288085938e+00
6.187356710433959961e-01,2.505188941955566406e+00
7.516005039215087891e-01,1.673298954963684082e+00
3.540705680847167969e+00,2.510397672653198242e+00
8.427343368530273438e-01,2.603793144226074219e+00
3.747592687606811523e+00,3.339281797409057617e+00
5.826702594757080078e+00,3.339676380157470703e+00
2.282861709594726562e+00,8.383926749229431152e-01
4.778439521789550781e+00,3.950447797775268555e+00
2.722770452499389648e+00,5.654724121093750000e+00
3.525861501693725586e+00,5.421137809753417969e+00
5.980839729309082031e+00,1.478421211242675781e+00
1.169958710670471191e+00,4.564746856689453125e+00
1.024156093597412109e+00,3.664200305938720703e+00
4.181766986846923828e+00,2.091072559356689453e+00
1.388500779867172241e-01,5.410959720611572266e+00
4.153143882751464844e+00,2.912223577499389648e+00
1.058119297027587891e+00,3.208593130111694336e+00
5.820844173431396484e+00,2.696469545364379883e+00
7.493826746940612793e-02,2.859313249588012695e+00
2.895996809005737305e+00,3.333441734313964844e+00
5.255401611328125000e+00,1.560865521430969238e+00
3.660961389541625977e-01,4.667849063873291016e+00
2.489619255065917969e+00,3.338835716247558594e+00
1.555603384971618652e+00,4.911082386970520020e-01
8.026951551437377930e-01,1.839789390563964844e+00
1.663108587265014648e+00,3.766767501831054688e+00
-2.657295763492584229e-01,-2.596669495105743408e-01
2.699967145919799805e+00,5.438038349151611328e+00
5.442284107208251953e+00,2.299590349197387695e+00
5.375902652740478516e+00,3.834010601043701172e+00
-2.395694255828857422e-01,2.391237974166870117e+00
3.932177543640136719e+00,4.779118061065673828e+00
2.712125539779663086e+00,8.276199102401733398e-01
3.530501365661621094e+00,3.536071538925170898e+00
5.843969821929931641e+00,1.351255297660827637e+00
1.614775300025939941e+00,4.567347526550292969e+00
2.217201471328735352e+00,2.414037942886352539e+00
3.742630243301391602e+00,2.085918903350830078e+00
5.209390163421630859e+00,5.637547492980957031e+00
2.129065338522195816e-03,5.307453155517578125e+00
1.149189352989196777e+00,3.037010908126831055e+00
1.627204656600952148e+00,1.044976115226745605e+00
4.359099388122558594e+00,1.865924954414367676e+00
1.465998888015747070e-01,5.196512699127197266e+00
5.271772384643554688e+00,1.356245517730712891e+00
5.262805223464965820e-01,2.677185297012329102e+00
4.280483815819025040e-03,5.289154127240180969e-03
1.840837597846984863e+00,8.253675103187561035e-01
3.715036392211914062e+00,1.854472095146775246e-03
5.208827972412109375e+00,5.013753890991210938e+00
2.079134702682495117e+00,1.618869662284851074e+00
3.526075363159179688e+00,1.246280908584594727e+00
9.913291335105895996e-01,2.302696943283081055e+00
2.273125410079956055e+00,4.881894588470458984e+00
9.255920052528381348e-01,2.923109531402587891e-01
1.618010282516479492e+00,-1.332177519798278809e-01
5.003110885620117188e+00,5.235414028167724609e+00
3.967304468154907227e+00,3.977605819702148438e+00
5.556461811065673828e+00,3.105829715728759766e+00
1.179995089769363403e-01,1.244070887565612793e+00
4.213488698005676270e-01,4.910014629364013672e+00
2.899215459823608398e+00,4.286821186542510986e-01
1.578487038612365723e+00,1.420481324195861816e+00
5.409517288208007812e-01,5.390164852142333984e+00
2.077093124389648438e+00,2.103775441646575928e-01
5.388529300689697266e+00,8.057420849800109863e-01
1.215465188026428223e+00,5.855049133300781250e+00
1.854434847831726074e+00,3.123502731323242188e+00
2.056074380874633789e+00,1.438937544822692871e+00
5.638331413269042969e+00,3.220981359481811523e+00
4.740043543279170990e-03,1.079449892044067383e+00
1.881170630455017090e+00,2.509944915771484375e+00
1.465043425559997559e+00,4.915870189666748047e+00
4.976281166076660156e+00,4.116446375846862793e-01
3.735283136367797852e+00,1.033484220504760742e+00
5.311646461486816406e+00,9.299446940422058105e-01
2.539766021072864532e-02,4.883207798004150391e+00
1.031089782714843750e+00,2.492965221405029297e+00
-2.333416342735290527e-01,3.555927038192749023e+00
6.737606972455978394e-02,5.012460231781005859e+00
1.625429630279541016e+00,1.633630633354187012e+00
4.944871068000793457e-01,5.606611251831054688e+00
1.619035124778747559e+00,3.491413891315460205e-01
1.834890007972717285e+00,6.014981269836425781e-01
3.849357068538665771e-01,5.085783004760742188e+00
5.856634616851806641e+00,2.293727397918701172e+00
1.461714625358581543e+00,9.084531664848327637e-01
5.163929983973503113e-02,2.677288770675659180e+00
1.773498296737670898e+00,9.924446791410446167e-02
4.970723628997802734e+00,2.564856708049774170e-01
1.210890531539916992e+00,1.035337448120117188e+00
5.408956050872802734e+00,2.093337535858154297e+00
4.161205291748046875e+00,1.904487460851669312e-01
1.238507151603698730e+00,4.427655696868896484e+00
4.162277698516845703e+00,4.388101100921630859e+00
2.237452745437622070e+00,6.218419671058654785e-01
5.613282203674316406e+00,4.166429042816162109e+00
5.187829017639160156e+00,3.956374883651733398e+00
4.778957366943359375e+00,6.245969533920288086e-01
1.120167732238769531e+00,4.814700603485107422e+00
3.962232112884521484e+00,3.557808876037597656e+00
3.295700073242187500e+00,-1.955928094685077667e-02
3.737513780593872070e+00,5.839409828186035156e+00
1.492776393890380859e+00,1.771322846412658691e+00
4.583007812500000000e+00,4.175294399261474609e+00
7.130476236343383789e-01,1.959392786026000977e+00
4.591635227203369141e+00,5.230566978454589844e+00
8.206235766410827637e-01,1.557887911796569824e+00
5.455465316772460938e+00,4.916716575622558594e+00
3.542584896087646484e+00,5.645815849304199219e+00
1.022860169410705566e+00,4.015252590179443359e+00
6.357485800981521606e-02,4.772048473358154297e+00
4.370482921600341797e+00,-2.255216836929321289e-01
1.192889213562011719e+00,3.343054533004760742e+00
5.924787044525146484e+00,1.482156813144683838e-01
5.722464561462402344e+00,1.133955955505371094e+00
3.331592559814453125e+00,1.045248985290527344e+00
1.896093249320983887e+00,1.773161172866821289e+00
3.123258829116821289e+00,6.224377155303955078e-01
5.376502990722656250e+00,5.841092586517333984e+00
2.051843643188476562e+00,1.220512986183166504e+00
1.612575769424438477e+00,4.774024009704589844e+00
-1.224438026547431946e-01,8.790993690490722656e-01
1.774510622024536133e+00,3.977088928222656250e+00
4.374751567840576172e+00,5.016277313232421875e+00
